"filename", "language", "gdshader", "Properties", "GDScript", "Batch", "TOML", "GDResource", "XML", "Markdown", "CSV", "JSON", "comment", "blank", "total"
"e:\Dev\Godot\佛祖放置\addons\apprentice\refcount\message_queue.gd", "GDScript", 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 63, 49, 268
"e:\Dev\Godot\佛祖放置\addons\apprentice\refcount\message_queue_test\scene.gd", "GDScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 8, 9, 34
"e:\Dev\Godot\佛祖放置\addons\apprentice\refcount\message_queue_test\scene.tscn", "GDResource", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 7, 37
"e:\Dev\Godot\佛祖放置\addons\apprentice\refcount\precondition.gd", "GDScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 11, 10, 33
"e:\Dev\Godot\佛祖放置\addons\apprentice\refcount\random_minimum_probability.gd", "GDScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 12, 17, 55
"e:\Dev\Godot\佛祖放置\addons\apprentice\resource\filter_invalid_script_info_cache.gd", "GDScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 11, 8, 39
"e:\Dev\Godot\佛祖放置\addons\apprentice\resource\resource_sound_config.gd", "GDScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 11, 18, 78
"e:\Dev\Godot\佛祖放置\addons\apprentice\resource\value\min_max_value.gd", "GDScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 7, 5, 18
"e:\Dev\Godot\佛祖放置\addons\apprentice\resource\value\number_value.gd", "GDScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 8, 7, 21
"e:\Dev\Godot\佛祖放置\addons\apprentice\resource\value\target_property_value.gd", "GDScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 8, 5, 24
"e:\Dev\Godot\佛祖放置\addons\apprentice\resource\value\value.gd", "GDScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 8, 5, 17
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\GenerateMapUtil.gd", "GDScript", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 42, 27, 156
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\area_util.gd", "GDScript", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 31, 11, 101
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\camera_util.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 11, 9, 36
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\canvas_util.gd", "GDScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 21, 14, 73
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\collision_util.gd", "GDScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 25, 11, 72
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\control_util.gd", "GDScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 16, 10, 56
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\data_util.gd", "GDScript", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 75, 62, 307
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\editor_util.gd", "GDScript", 0, 0, 267, 0, 0, 0, 0, 0, 0, 0, 99, 91, 457
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\effect_util.gd", "GDScript", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 36, 16, 112
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\error_log.gd", "GDScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 8, 8, 32
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\event.gd", "GDScript", 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 55, 45, 201
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\file_util\file_util.gd", "GDScript", 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 61, 48, 268
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\file_util\res.gd", "GDScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 7, 3, 14
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\func_util\func_apply_force_state.gd", "GDScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 11, 12, 37
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\func_util\func_util.gd", "GDScript", 0, 0, 454, 0, 0, 0, 0, 0, 0, 0, 225, 108, 787
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\generate_room_util.gd", "GDScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 43, 29, 163
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\group.gd", "GDScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 29, 19, 81
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\input_util.gd", "GDScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 21, 12, 61
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\json_util.gd", "GDScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 29, 21, 96
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\layer_util.gd", "GDScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 14, 10, 37
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\log.gd", "GDScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 21, 23, 116
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\math_util.gd", "GDScript", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 40, 61, 229
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\menu_util.gd", "GDScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 24, 19, 82
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\node_util.gd", "GDScript", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 84, 56, 320
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\object_util.gd", "GDScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 37, 20, 107
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\aspect.gd", "GDScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 19, 16, 57
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\deprecated\priority_callable_connector.gd", "GDScript", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 62, 26, 155
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\deprecated\priority_group.gd", "GDScript", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 53, 34, 176
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\priority_connector.gd", "GDScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 19, 15, 64
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\priority_queue.gd", "GDScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 19, 14, 66
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\priority_signal_group.gd", "GDScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 32, 19, 93
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\test\priority_test.gd", "GDScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 10, 10, 27
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\priority_callable_connector\test\priority_test.tscn", "GDResource", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 7
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\property_wrapper.gd", "GDScript", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 22, 45, 148
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\script\parabola.gd", "GDScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 22, 21, 80
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\script_util.gd", "GDScript", 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 70, 54, 402
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\signal_util.gd", "GDScript", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 73, 40, 257
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\texture_util.gd", "GDScript", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 47, 42, 229
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\tilemap_util.gd", "GDScript", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 57, 42, 270
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\translation_util.gd", "GDScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 28, 18, 98
"e:\Dev\Godot\佛祖放置\addons\apprentice\util\uuid.gd", "GDScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 23, 27, 119
"e:\Dev\Godot\佛祖放置\config\example_config.gd", "GDScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 12, 8, 23
"e:\Dev\Godot\佛祖放置\export_presets.cfg", "Properties", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 275
"e:\Dev\Godot\佛祖放置\icon.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"e:\Dev\Godot\佛祖放置\icon.svg.import", "GDResource", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 38
"e:\Dev\Godot\佛祖放置\project.godot", "GDResource", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 7, 14, 55
"Total", "-", 50, 283, 8206, 4, 9, 1696, 1, 122, 14, 1, 3558, 3523, 17467
